Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_duration,days_of_leaves,overtime_count
42,No,Travel_Rarely,Research & Development,7,4,Other,2500,2,Laboratory Technician,Married,57140,5.0,11,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,6.308825301204819,11,0
35,No,Non-Travel,Sales,10,1,Life Sciences,2501,2,Research Director,Divorced,43230,2.0,18,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,6.541269522534583,6,0
38,No,Non-Travel,Sales,6,4,Marketing,2502,3,Sales Executive,Divorced,73360,5.0,11,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,7.13477130745203,20,46
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,2503,1,Manufacturing Director,Married,134990,4.0,23,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,7.31805890227577,18,84
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,2504,1,Laboratory Technician,Single,137580,1.0,11,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,5.972314814814815,9,0
39,No,Travel_Frequently,Research & Development,2,1,Medical,2505,2,Healthcare Representative,Divorced,51550,2.0,18,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,5.748131414547077,18,0
43,No,Non-Travel,Human Resources,8,5,Medical,2506,3,Sales Executive,Single,22580,4.0,18,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,6.865052431950022,18,4
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,2507,3,Research Scientist,Single,35970,3.0,13,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,7.153528558679161,21,59
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,2508,3,Laboratory Technician,Divorced,25150,0.0,18,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,9.91013944667559,9,240
30,No,Travel_Rarely,Sales,26,3,Marketing,2509,2,Manager,Single,44200,9.0,11,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,6.686109995537707,15,1
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,2510,3,Sales Executive,Married,65780,0.0,15,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,8.332985274431058,11,238
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,2511,1,Sales Executive,Married,44220,4.0,11,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,7.573890004462294,14,135
40,No,Travel_Rarely,Sales,27,2,Medical,2512,3,Sales Executive,Divorced,102740,4.0,18,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,6.478288710397144,5,0
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2513,2,Laboratory Technician,Married,53430,1.0,14,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,7.110085899152164,9,4
58,No,Non-Travel,Research & Development,2,4,Medical,2514,1,Laboratory Technician,Divorced,23760,4.0,12,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,6.466374386434628,5,0
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,2515,3,Manufacturing Director,Married,53460,0.0,14,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,7.1132474341811704,10,5
47,No,Travel_Rarely,Research & Development,19,5,Medical,2516,2,Research Scientist,Divorced,28270,8.0,14,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,10.078489513609995,14,235
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2517,2,Manager,Divorced,199430,2.0,13,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,6.733675814368585,17,0
54,No,Travel_Rarely,Sales,27,4,Medical,2518,1,Research Scientist,Married,31310,4.0,14,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,6.421151271753682,23,0
31,No,Travel_Frequently,Sales,8,4,Other,2519,3,Manufacturing Director,Married,25520,2.0,18,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,6.892224453369031,20,10
28,No,Travel_Rarely,Sales,1,2,Life Sciences,2520,3,Manager,Married,44770,1.0,15,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,7.428519634091923,6,25
38,No,Travel_Rarely,Research & Development,19,3,Medical,2521,2,Manufacturing Director,Married,64740,2.0,13,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,9.271705711735834,6,243
26,No,Travel_Rarely,Sales,8,3,Marketing,2522,1,Healthcare Representative,Single,30330,1.0,12,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3,5.821021865238733,12,0
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,2523,1,Sales Representative,Married,29360,2.0,13,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3,9.460778670236502,4,245
18,No,Non-Travel,Research & Development,2,3,Life Sciences,2524,3,Sales Representative,Single,186060,1.0,24,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4,7.01809906291834,20,25
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2525,3,Laboratory Technician,Married,21680,0.0,14,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3,5.870589022757698,11,0
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,2526,1,Manager,Divorced,28530,4.0,14,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3,8.568425925925927,3,245
45,No,Non-Travel,Sales,1,4,Technical Degree,2527,1,Research Scientist,Married,170480,4.0,15,0,10.0,3,8,5,7,3.0,3.0,4.0,2,3,6.534599509147703,23,0
36,No,Travel_Rarely,Sales,2,3,Technical Degree,2528,5,Laboratory Technician,Married,22900,4.0,11,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3,10.338808567603749,8,241
43,No,Travel_Frequently,Sales,8,3,Medical,2529,1,Research Director,Married,36000,1.0,23,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4,6.862453145917001,6,0
27,No,Travel_Frequently,Sales,8,4,Life Sciences,2530,5,Research Scientist,Single,21070,0.0,13,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3,10.057164212405176,4,245
29,No,Travel_Frequently,Research & Development,6,2,Medical,2531,1,Human Resources,Married,41150,1.0,11,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3,7.507265729585006,6,37
32,No,Travel_Frequently,Sales,9,4,Life Sciences,2532,4,Sales Executive,Single,43270,8.0,13,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3,6.985999553770638,20,17
42,No,Non-Travel,Research & Development,11,3,Medical,2533,1,Manager,Married,178560,3.0,18,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3,6.2357608210620254,10,0
47,No,Travel_Rarely,Sales,2,2,Life Sciences,2534,5,Manager,Single,31960,4.0,14,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3,5.747174252565819,15,0
46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,2535,1,Laboratory Technician,Divorced,190810,3.0,21,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4,6.845648148148149,12,1
28,No,Non-Travel,Research & Development,7,3,Life Sciences,2536,1,Sales Executive,Divorced,89660,1.0,16,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3,7.251845158411424,15,39
29,No,Travel_Rarely,Research & Development,16,3,Medical,2537,1,Manufacturing Director,Divorced,22100,8.0,11,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3,7.944389781347612,3,132
42,No,Travel_Rarely,Sales,2,4,Medical,2538,2,Research Director,Single,45390,4.0,17,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3,6.172599286033021,16,0
32,Yes,Travel_Rarely,Research & Development,1,1,Medical,2539,2,Laboratory Technician,Single,27410,7.0,11,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3,10.133579875055778,7,242
46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,2540,2,Laboratory Technician,Divorced,34910,2.0,14,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3,7.215689424364123,21,74
27,No,Travel_Rarely,Sales,2,3,Life Sciences,2541,5,Research Scientist,Married,45410,1.0,14,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3,6.466500446229362,23,0
29,No,Travel_Rarely,Research & Development,1,2,Medical,2542,3,Sales Executive,Married,26780,1.0,25,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4,7.579600624721107,12,105
43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2543,1,Manufacturing Director,Married,73790,7.0,13,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3,5.731242748772869,22,0
48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2544,2,Manager,Married,62720,4.0,14,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3,5.596820615796521,20,0
29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,2545,1,Laboratory Technician,Single,52200,1.0,17,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3,7.90853302097278,20,222
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,2546,2,Sales Representative,Married,27430,5.0,25,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4,7.6029919678714855,9,89
27,No,Travel_Frequently,Research & Development,16,4,Medical,2547,3,Healthcare Representative,Married,49980,0.0,20,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4,7.277184292726462,13,34
39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,2548,3,Healthcare Representative,Divorced,102520,8.0,13,1,7.0,3,2,2,2,4.0,4.0,3.0,3,3,6.062949576082106,18,0
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2549,1,Human Resources,Married,27810,8.0,13,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3,5.618691432396252,23,0
28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,2550,2,Laboratory Technician,Married,68520,1.0,18,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3,6.768606648817492,8,0
30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,2551,2,Sales Executive,Single,49500,1.0,12,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3,7.498476126729138,6,36
22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,2552,2,Laboratory Technician,Single,35790,1.0,19,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3,10.213231816153503,7,242
36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,2553,1,Sales Executive,Married,131910,1.0,14,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3,8.772318161535027,19,230
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2554,5,Manager,Divorced,103770,1.0,14,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3,7.335841142347167,6,11
34,No,Travel_Rarely,Sales,14,2,Technical Degree,2555,1,Sales Executive,Married,22350,2.0,14,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3,7.510110441767068,18,140
29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,2556,1,Sales Executive,Single,105020,3.0,12,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3,6.876673360107095,7,1
37,No,Travel_Rarely,Research & Development,7,2,Medical,2557,1,Manufacturing Director,Married,20110,5.0,13,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3,8.03912985274431,19,226
35,No,Travel_Rarely,Sales,2,1,Technical Degree,2558,2,Laboratory Technician,Married,18590,0.0,25,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4,10.220092592592593,7,242
45,No,Travel_Rarely,Research & Development,3,3,Medical,2559,2,Sales Executive,Married,37600,0.0,14,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3,6.799756804997769,11,1
36,No,Travel_Frequently,Research & Development,5,3,Medical,2560,4,Manufacturing Director,Single,177790,1.0,17,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3,6.064582775546631,18,0
40,No,Travel_Rarely,Research & Development,3,3,Other,2561,1,Sales Executive,Divorced,68330,2.0,13,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3,6.234501338688085,21,0
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,2562,2,Human Resources,Married,68120,1.0,13,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3,9.007223337795626,8,241
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,2563,2,Manufacturing Director,Single,51710,0.0,20,1,9.0,1,8,0,7,1.0,3.0,2.0,2,4,7.044742302543508,18,20
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,2564,2,Research Director,Divorced,197400,3.0,14,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3,7.012429718875502,6,0
44,No,Travel_Rarely,Sales,1,2,Medical,2565,4,Manager,Married,187110,2.0,12,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3,6.594933065595717,17,0
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,2566,1,Sales Representative,Married,36920,1.0,12,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3,9.475745203034359,18,231
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,2567,5,Sales Executive,Single,25590,1.0,21,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4,6.646378848728247,9,0
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,2568,3,Healthcare Representative,Married,25170,2.0,14,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3,6.937077197679607,13,3
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2569,1,Sales Executive,Married,66230,5.0,18,0,14.0,3,5,1,4,2.0,2.0,3.0,3,3,5.98530901383311,16,0
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,2570,2,Sales Executive,Married,182650,9.0,12,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3,6.849926372155288,19,9
31,No,Travel_Rarely,Sales,9,4,Life Sciences,2571,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4,7.983384649709952,10,204
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,2572,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3,9.02859437751004,5,244
31,No,Travel_Rarely,Sales,25,2,Life Sciences,2573,3,Manufacturing Director,Divorced,182130,8.0,21,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4,6.211170236501562,21,0
26,No,Travel_Frequently,Sales,16,2,Life Sciences,2574,2,Healthcare Representative,Married,83800,0.0,14,0,8.0,3,7,7,7,3.0,4.0,3.0,4,3,5.947940651494869,6,0
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,2575,2,Manager,Single,29940,4.0,18,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3,7.600496430165104,6,57
33,No,Travel_Rarely,Sales,1,3,Life Sciences,2576,5,Sales Executive,Single,12230,1.0,13,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3,6.085662650602409,11,0
28,No,Travel_Frequently,Sales,8,3,Life Sciences,2577,4,Research Scientist,Married,11180,1.0,11,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3,10.08530008924587,12,237
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,2578,2,Sales Executive,Single,28750,1.0,11,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,6.6537951807228914,5,0
39,No,Non-Travel,Research & Development,8,5,Medical,2579,2,Sales Representative,Married,188240,6.0,19,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3,5.7992045961624274,19,0
27,No,Travel_Rarely,Sales,3,2,Technical Degree,2580,2,Healthcare Representative,Married,135770,1.0,12,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3,7.165663766175814,4,3
34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,2581,2,Manufacturing Director,Married,26250,1.0,12,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3,8.720007809013834,5,244
28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,2582,1,Research Director,Single,187890,3.0,16,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3,9.015610218652387,10,239
47,No,Non-Travel,Research & Development,1,4,Medical,2583,1,Research Scientist,Married,45380,8.0,11,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3,5.706788264167782,12,0
56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,2584,2,Sales Executive,Married,198470,4.0,14,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3,7.366888665774208,17,86
39,No,Travel_Rarely,Research & Development,1,3,Other,2585,1,Laboratory Technician,Married,105120,1.0,12,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3,6.848923471664435,6,0
38,No,Travel_Frequently,Research & Development,4,2,Medical,2586,1,Manager,Divorced,44440,1.0,13,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3,10.323009817045962,11,238
58,No,Travel_Rarely,Sales,5,3,Marketing,2587,5,Sales Representative,Married,21540,4.0,21,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4,9.325343596608658,14,235
32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,2588,2,Laboratory Technician,Single,191900,3.0,17,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3,9.645630298973673,14,235
38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,2589,1,Sales Representative,Divorced,44900,2.0,21,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4,7.340606871932173,9,17
49,No,Travel_Frequently,Sales,11,4,Life Sciences,2590,2,Research Scientist,Married,35060,3.0,11,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3,6.056233824185632,11,0
42,No,Travel_Rarely,Sales,1,3,Life Sciences,2591,1,Sales Executive,Divorced,23720,3.0,12,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3,8.214293842034806,14,231
27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,2592,4,Laboratory Technician,Married,102310,1.0,13,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3,6.013019857206604,17,0
35,No,Travel_Rarely,Research & Development,25,1,Medical,2593,1,Sales Executive,Married,54100,0.0,18,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3,6.2503804105310135,13,0
28,No,Non-Travel,Research & Development,21,1,Medical,2594,3,Research Scientist,Single,79780,1.0,16,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3,6.130653726015171,20,0
31,No,Non-Travel,Sales,23,1,Medical,2595,1,Sales Executive,Divorced,38670,1.0,11,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3,9.546750334672021,6,243
36,No,Non-Travel,Research & Development,1,3,Life Sciences,2596,2,Research Scientist,Married,28380,1.0,19,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3,6.832543507362784,9,0
34,No,Travel_Rarely,Sales,2,3,Marketing,2597,4,Healthcare Representative,Single,46950,1.0,16,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3,5.5883400267737615,17,0
34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,2598,1,Research Director,Divorced,33390,1.0,16,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3,6.516905399375279,9,0
26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,2599,2,Research Scientist,Single,20800,0.0,13,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3,6.194441097724231,22,0
29,No,Travel_Rarely,Research & Development,2,4,Other,2600,2,Laboratory Technician,Married,20960,0.0,22,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4,7.2216912092815715,17,46
32,No,Non-Travel,Research & Development,3,1,Life Sciences,2601,3,Manager,Divorced,62090,5.0,17,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3,6.179125390450692,16,0
31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,2602,2,Human Resources,Married,180610,1.0,14,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3,6.6020325747434185,10,0
28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,2603,2,Sales Representative,Divorced,171230,5.0,15,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3,5.886913208389112,16,0
38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,2604,3,Sales Representative,Single,23720,4.0,12,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3,6.747618250780901,15,2
35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2605,2,Sales Representative,Married,48830,1.0,18,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3,8.486917670682733,9,239
27,No,Travel_Rarely,Sales,2,3,Life Sciences,2606,1,Manager,Single,39040,1.0,15,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3,7.342251227130745,18,97
32,No,Travel_Rarely,Research & Development,8,1,Medical,2607,2,Research Scientist,Single,46270,8.0,17,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3,7.150430611334226,5,6
31,Yes,Travel_Frequently,Research & Development,2,1,Other,2608,3,Sales Executive,Married,70940,1.0,14,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3,9.76698348951361,13,236
53,Yes,Travel_Rarely,Research & Development,18,3,Medical,2609,1,Research Scientist,Single,34230,6.0,15,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3,10.195607987505577,14,235
54,No,Travel_Rarely,Research & Development,14,3,Other,2610,3,Research Scientist,Married,66740,3.0,17,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3,7.27584225792057,20,89
33,No,Travel_Frequently,Research & Development,2,4,Medical,2611,4,Sales Executive,Divorced,168800,1.0,14,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3,7.349873940205265,17,80
43,No,Travel_Rarely,Research & Development,3,3,Medical,2612,1,Research Scientist,Married,90940,1.0,12,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3,6.920314591700134,19,10
38,No,Travel_Frequently,Research & Development,2,5,Medical,2613,4,Sales Executive,Married,84460,0.0,14,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3,7.6941856314145465,10,121
55,No,Travel_Rarely,Sales,9,3,Marketing,2614,2,Laboratory Technician,Married,119160,4.0,15,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3,7.840915885765284,12,186
31,No,Travel_Rarely,Sales,6,3,Other,2615,1,Manufacturing Director,Divorced,45340,1.0,13,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3,10.496800535475234,7,242
39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2616,2,Sales Executive,Single,98520,0.0,12,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3,5.953782909415439,6,0
42,No,Non-Travel,Research & Development,10,4,Life Sciences,2617,2,Research Scientist,Single,61510,1.0,13,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3,6.17161088799643,16,0
31,No,Non-Travel,Research & Development,14,2,Life Sciences,2618,2,Healthcare Representative,Married,23020,4.0,14,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3,5.621764837126283,20,0
54,No,Travel_Rarely,Research & Development,1,3,Medical,2619,2,Human Resources,Single,23620,6.0,13,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3,9.665239848282017,19,230
24,No,Travel_Rarely,Research & Development,5,4,Other,2620,1,Manufacturing Director,Single,178610,1.0,11,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3,6.685051316376618,7,0
23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2621,2,Research Scientist,Single,191870,1.0,11,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3,6.45591253904507,19,0
40,No,Travel_Frequently,Research & Development,21,3,Medical,2622,3,Research Scientist,Married,197170,1.0,21,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4,7.214883980365909,19,59
40,No,Travel_Rarely,Research & Development,8,1,Medical,2623,5,Research Scientist,Married,35440,3.0,18,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3,6.006412315930388,8,0
25,No,Travel_Rarely,Sales,20,5,Medical,2624,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3,5.863296519410977,13,0
30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,2625,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3,5.887452030343597,8,0
25,No,Travel_Rarely,Research & Development,7,2,Medical,2626,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3,9.408796296296298,19,230
47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2627,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3,7.365277777777778,14,68
33,No,Non-Travel,Research & Development,1,3,Life Sciences,2628,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3,5.856610887996431,14,0
38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2629,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3,7.634075189647478,8,92
31,No,Travel_Rarely,Research & Development,10,4,Medical,2630,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3,6.970358099062918,8,0
38,No,Travel_Frequently,Research & Development,1,4,Other,2631,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3,6.348255243195002,6,0
42,No,Travel_Rarely,Research & Development,6,3,Medical,2632,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3,9.346775992860332,12,237
41,No,Travel_Rarely,Sales,2,2,Medical,2633,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3,7.32136546184739,12,43
47,No,Non-Travel,Research & Development,21,2,Medical,2634,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3,6.714105310129407,16,0
35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2635,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3,10.141145693886656,7,242
22,No,Travel_Rarely,Human Resources,12,1,Human Resources,2636,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3,6.280645917001338,6,0
35,No,Travel_Rarely,Research & Development,9,3,Medical,2637,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4,7.570536590807675,14,126
33,No,Travel_Rarely,Sales,3,4,Medical,2638,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3,8.656552878179383,12,237
32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,2639,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3,6.776868585452923,8,0
40,No,Travel_Rarely,Research & Development,1,4,Medical,2640,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3,6.035818830879072,6,0
32,No,Travel_Rarely,Research & Development,1,2,Medical,2641,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3,5.543731593038822,19,0
39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,2642,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3,7.726844042838018,9,127
38,No,Travel_Rarely,Sales,20,4,Medical,2643,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3,7.412276885319054,19,123
32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,2644,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3,7.669458946898706,7,87
