CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal
823609383,Existing Customer,43,F,4,College,Unknown,$40K - $60K,Blue,4,1438.3,0
714408933,Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,4,10834,0
713661933,Existing Customer,44,F,1,College,Married,Less than $40K,Blue,5,1522,0
716218908,Existing Customer,48,F,4,Doctorate,Single,Unknown,Blue,6,2845,919
818710233,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,6,2329,1271
719463708,Existing Customer,47,F,1,Uneducated,Single,$40K - $60K,Blue,5,2099,1164
817958733,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,6,5099,958
708397008,Existing Customer,54,F,4,Graduate,Married,Unknown,Blue,3,3805,821
720547533,Existing Customer,47,F,2,High School,Married,Unknown,Blue,3,11438,0
708780783,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,4,2434,1169
758178558,Existing Customer,44,F,3,Graduate,Single,Unknown,Blue,3,4703,1555
716237508,Existing Customer,44,F,5,High School,Married,Unknown,Blue,4,5254,2507
714735033,Existing Customer,45,F,5,Doctorate,Married,Less than $40K,Blue,4,1438.3,491
709726158,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,5,2206,1110
770909433,Existing Customer,50,F,2,College,Married,$40K - $60K,Blue,6,3600,1904
822121608,Existing Customer,46,M,2,High School,Unknown,$60K - $80K,Blue,3,7116,693
717278808,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,4,1788,0
712640583,Existing Customer,60,F,0,Doctorate,Married,Unknown,Blue,4,7508,2148
716099958,Attrited Customer,39,F,5,Unknown,Married,$40K - $60K,Blue,3,3333,1867
788772708,Existing Customer,50,F,2,Graduate,Married,Unknown,Blue,5,13745,0
712795833,Attrited Customer,34,F,4,Graduate,Married,Less than $40K,Blue,2,5021,2517
718892283,Existing Customer,43,M,2,Graduate,Married,$40K - $60K,Blue,3,4396,0
720294258,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,4,2558,0
721181883,Existing Customer,30,F,0,College,Single,Unknown,Blue,4,9641,0
712098033,Existing Customer,38,F,1,Uneducated,Married,Unknown,Blue,3,12621,912
712593933,Attrited Customer,40,M,3,Doctorate,Married,$40K - $60K,Blue,3,2313,0
711343233,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,3,1438.3,1183
712394283,Existing Customer,44,F,4,Graduate,Divorced,Less than $40K,Blue,4,1791,1314
790021233,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,3,2300,1598
711890808,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,4,2526,2048
714164808,Attrited Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,4,2918,0
825850383,Existing Customer,53,F,2,Graduate,Single,Unknown,Blue,4,6074,0
789533133,Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,5,4995,1766
779523258,Existing Customer,34,M,2,Graduate,Married,$40K - $60K,Blue,6,3323,1062
719617758,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,3,2464,1794
779858058,Existing Customer,34,F,2,Graduate,Unknown,Less than $40K,Blue,4,2730,0
710423358,Existing Customer,35,F,1,College,Unknown,Unknown,Blue,4,1438.3,966
710500983,Attrited Customer,43,M,2,College,Single,$80K - $120K,Blue,2,4617,1035
711851583,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,6,8220,1015
779405133,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,4,5716,623
719410083,Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,4,1635,1220
796196733,Existing Customer,52,F,2,Unknown,Single,$40K - $60K,Blue,4,4259,0
711904008,Attrited Customer,40,M,4,High School,Married,$60K - $80K,Blue,4,5869,0
717666783,Attrited Customer,56,F,3,College,Single,Less than $40K,Blue,1,2272,1350
719911458,Existing Customer,49,F,5,High School,Married,Less than $40K,Blue,4,2598,1848
787506558,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,4,10762,703
719046558,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,6,1982,1751
708291633,Existing Customer,33,F,2,Doctorate,Unknown,Unknown,Blue,3,4651,2499
720731808,Attrited Customer,52,F,3,Graduate,Single,Less than $40K,Blue,2,2437,0
745124658,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,5,2563,1579
789907533,Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,4,4576,193
716466483,Existing Customer,44,F,3,Uneducated,Single,$40K - $60K,Blue,3,2245,1342
715919283,Attrited Customer,39,F,4,College,Single,$40K - $60K,Blue,3,1776,0
756736008,Existing Customer,45,F,2,Post-Graduate,Married,Less than $40K,Blue,3,2911,1471
772857558,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Blue,4,2257,896
709246683,Existing Customer,62,M,1,Unknown,Single,Unknown,Blue,5,18457,2248
714559458,Attrited Customer,46,M,4,College,Married,$60K - $80K,Blue,4,1681,0
778405458,Existing Customer,52,F,2,High School,Single,Unknown,Blue,6,1461,0
772150983,Attrited Customer,48,F,3,High School,Unknown,Less than $40K,Blue,4,2363,978
715128408,Existing Customer,49,F,2,Unknown,Married,Less than $40K,Blue,5,1438.3,863
717856983,Existing Customer,42,F,5,Uneducated,Married,Unknown,Blue,3,1840,1267
778231983,Existing Customer,49,F,4,Unknown,Single,$40K - $60K,Blue,6,7382,1326
823908858,Existing Customer,51,M,4,Unknown,Married,$80K - $120K,Blue,4,3861,622
798011733,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,4,1562,751
717945108,Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,6,3088,1477
712560558,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,5,1438.3,0
711391308,Existing Customer,46,F,4,Uneducated,Married,$40K - $60K,Blue,6,2168,1704
717688233,Existing Customer,34,F,4,High School,Married,$40K - $60K,Blue,6,2432,851
721093608,Existing Customer,44,M,2,High School,Single,$40K - $60K,Blue,5,2197,0
712669983,Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,5,10009,1604
790017858,Existing Customer,47,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,6,3979,1319
712012758,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,5,2189,1860
720249183,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,5,8243,927
821813058,Existing Customer,42,M,1,High School,Divorced,$80K - $120K,Blue,4,11946,1172
778152108,Existing Customer,31,F,0,High School,Single,Less than $40K,Blue,4,2239,1256
720563958,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,6,4025,0
719633508,Existing Customer,52,F,1,Doctorate,Married,Less than $40K,Blue,3,1663,0
716689383,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,4,3649,929
711420258,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,5,1438.3,0
713177808,Existing Customer,57,F,3,College,Single,Less than $40K,Blue,5,2894,0
708897408,Existing Customer,46,M,3,College,Single,$60K - $80K,Blue,4,1621,787
710855508,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,4,2740,1786
710115108,Existing Customer,45,F,2,Graduate,Unknown,$40K - $60K,Blue,5,5562,1556
713920158,Attrited Customer,41,F,3,Uneducated,Unknown,Unknown,Blue,2,13733,0
715303608,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,5,2374,1332
710897133,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,5,2267,1357
772813458,Existing Customer,48,F,3,Graduate,Married,Unknown,Blue,3,6130,1741
712998033,Attrited Customer,37,M,3,High School,Single,$120K +,Blue,3,7361,0
712843983,Attrited Customer,41,F,2,College,Divorced,Less than $40K,Blue,3,1569,257
717947508,Existing Customer,47,M,3,Uneducated,Divorced,$80K - $120K,Blue,5,1626,1013
719279208,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,3,2158,1299
711365133,Existing Customer,43,M,1,Unknown,Single,$60K - $80K,Blue,4,2283,1470
720328008,Existing Customer,57,F,1,High School,Unknown,$40K - $60K,Blue,3,2542,1884
718183833,Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,4,1438.3,0
717985158,Existing Customer,47,M,2,Graduate,Unknown,$40K - $60K,Blue,3,2335,1373
771928608,Existing Customer,34,M,1,Uneducated,Single,$60K - $80K,Blue,6,2033,1832
713355708,Existing Customer,41,F,3,High School,Married,Unknown,Blue,4,4739,1878
816761433,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,5,5821,764
714245358,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,3,2182,1566
716313858,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,6,3319,913
714868608,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,6,3021,1530
717273333,Existing Customer,49,M,5,College,Married,$80K - $120K,Blue,3,29219,0
711631158,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,6,1438.3,869
714127383,Attrited Customer,48,F,3,Unknown,Unknown,Unknown,Blue,3,4431,2517
790204983,Existing Customer,46,F,2,Graduate,Married,Unknown,Blue,4,3131,0
822051858,Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,3,1486,0
715144383,Existing Customer,40,F,3,High School,Single,Unknown,Blue,3,6384,2034
717971208,Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,3,2077,0
718829358,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,3,1956,958
779380908,Attrited Customer,51,M,1,Unknown,Married,$80K - $120K,Blue,4,24462,946
714144258,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,6,2725,2517
797666358,Existing Customer,46,F,4,Uneducated,Unknown,$40K - $60K,Blue,6,1474,843
709965858,Existing Customer,46,M,1,High School,Married,$120K +,Blue,4,9880,1792
779980758,Existing Customer,58,M,2,High School,Divorced,$60K - $80K,Blue,6,2467,1176
811775883,Existing Customer,46,M,4,Graduate,Divorced,$60K - $80K,Blue,4,5397,2336
799720158,Existing Customer,50,M,1,Graduate,Single,$80K - $120K,Blue,3,3370,1133
713011683,Attrited Customer,37,F,3,College,Married,Unknown,Blue,4,11239,0
713503983,Existing Customer,55,F,3,College,Married,$40K - $60K,Blue,5,2240,1231
712137033,Existing Customer,52,F,2,College,Married,Unknown,Blue,5,2737,1719
715910883,Existing Customer,48,F,1,High School,Married,Less than $40K,Blue,5,4170,1384
718142958,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,3,21839,960
719359458,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,6,1991,0
714869958,Existing Customer,55,M,2,Uneducated,Single,$120K +,Blue,6,29795,2364
771163533,Existing Customer,52,F,1,Unknown,Married,$40K - $60K,Blue,3,1438.3,635
709028208,Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,6,24221,1274
719834208,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,6,2131,1288
779305008,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,3,2787,2053
714506583,Existing Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,4,1438.3,0
712677633,Attrited Customer,42,F,0,Uneducated,Divorced,Unknown,Blue,3,2712,0
708450033,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,6,2605,2269
719606133,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,3,5169,2296
789772983,Existing Customer,49,M,3,College,Unknown,$80K - $120K,Blue,3,4694,0
720656883,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,3,1848,501
718108758,Existing Customer,43,M,2,Unknown,Single,$60K - $80K,Blue,3,6039,1759
709408983,Existing Customer,54,M,2,High School,Married,$120K +,Blue,3,5256,889
771592458,Existing Customer,48,F,1,Graduate,Unknown,Less than $40K,Blue,6,1708,1059
778932633,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,5,1629,1185
708669408,Existing Customer,54,M,5,College,Single,$60K - $80K,Blue,6,20401,0
779947908,Existing Customer,56,M,2,Graduate,Divorced,$120K +,Blue,3,3296,1435
716007708,Existing Customer,48,M,2,Graduate,Married,$120K +,Blue,3,8956,1279
767574108,Existing Customer,49,F,1,College,Married,Less than $40K,Blue,4,1438.3,786
720777558,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,6,2671,1713
816841083,Existing Customer,58,F,3,College,Married,Less than $40K,Blue,4,2493,1566
778849908,Existing Customer,59,F,1,Doctorate,Married,Less than $40K,Blue,3,2687,2452
708745983,Existing Customer,37,F,2,Unknown,Married,$40K - $60K,Blue,4,2208,1559
713381433,Attrited Customer,38,F,1,High School,Married,Less than $40K,Blue,3,4196,731
779404383,Existing Customer,47,F,5,Uneducated,Divorced,Unknown,Blue,6,12581,1235
718607883,Existing Customer,41,M,3,Post-Graduate,Single,$80K - $120K,Blue,4,17890,2517
710542983,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,4,1930,0
709769283,Existing Customer,36,F,4,Unknown,Divorced,Unknown,Blue,6,8513,0
721253508,Existing Customer,40,M,3,High School,Married,$80K - $120K,Blue,6,9599,2356
801037833,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,6,3192,2517
711452583,Existing Customer,43,F,4,Graduate,Unknown,Unknown,Blue,6,2778,2517
716697708,Attrited Customer,61,F,1,High School,Single,Unknown,Blue,3,3293,0
708176208,Existing Customer,48,F,1,Graduate,Married,$40K - $60K,Blue,4,7268,0
716474358,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,5,1721,729
713121408,Existing Customer,38,M,3,College,Married,$80K - $120K,Blue,5,3976,1667
794567133,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,5,1954,808
717609633,Existing Customer,44,M,3,Unknown,Married,$120K +,Blue,6,12725,1759
708899283,Existing Customer,40,F,3,Uneducated,Single,Unknown,Blue,3,2690,1935
772415808,Existing Customer,48,F,5,Post-Graduate,Married,$40K - $60K,Blue,3,2926,716
716176683,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,5,2371,1748
709245783,Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,5,7751,1965
720507108,Attrited Customer,42,F,3,College,Married,Less than $40K,Blue,3,1601,0
716751858,Attrited Customer,34,F,1,Unknown,Married,Less than $40K,Blue,2,2401,496
712829808,Attrited Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,4,2187,0
711900033,Existing Customer,57,F,0,Doctorate,Married,Unknown,Blue,5,4661,1734
712566258,Existing Customer,40,F,2,Post-Graduate,Divorced,Unknown,Blue,6,8494,2023
712732908,Existing Customer,36,M,4,Graduate,Married,$80K - $120K,Blue,5,2262,1450
717908208,Existing Customer,43,F,3,Graduate,Divorced,Less than $40K,Blue,6,2525,1595
826136283,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,3,2450,1981
778714833,Existing Customer,36,F,4,College,Married,Unknown,Blue,4,3926,1760
779302233,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,4,1438.3,0
778659108,Existing Customer,51,F,2,High School,Single,Unknown,Blue,6,4789,2203
720374808,Existing Customer,41,F,2,Unknown,Unknown,Less than $40K,Blue,6,2864,1928
719592483,Existing Customer,43,F,5,Graduate,Single,Unknown,Blue,6,4607,2440
714702033,Existing Customer,43,F,4,Graduate,Unknown,Less than $40K,Blue,5,1971,979
717042333,Attrited Customer,53,F,2,College,Married,Less than $40K,Blue,3,1473,0
779122908,Existing Customer,55,F,3,Graduate,Single,$40K - $60K,Blue,5,3187,1437
710676483,Existing Customer,38,F,2,Unknown,Married,Less than $40K,Blue,4,5589,0
827712108,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,5,2346,1373
769200858,Existing Customer,34,F,4,Graduate,Single,Less than $40K,Blue,3,1438.3,0
779114283,Existing Customer,40,F,5,High School,Single,Less than $40K,Blue,3,1826,944
771061008,Attrited Customer,40,F,2,Doctorate,Married,$40K - $60K,Blue,4,2208,0
716201133,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,4,1476,0
817968783,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,6,2927,1499
826480308,Existing Customer,53,M,3,Graduate,Unknown,$80K - $120K,Blue,5,4778,1869
720307683,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,3,1438.3,743
709618308,Existing Customer,46,F,3,High School,Single,$40K - $60K,Silver,4,16239,1487
710119233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,5,11726,1925
789419658,Existing Customer,47,F,4,College,Married,Unknown,Blue,3,1438.3,0
789800358,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,6,2647,1288
715466133,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,3,2492,1410
717659883,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,3,2418,1106
781942983,Existing Customer,50,M,1,Unknown,Single,$120K +,Blue,5,17827,0
712755783,Existing Customer,49,F,1,Graduate,Divorced,$40K - $60K,Blue,3,1438.3,0
779551533,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,4,1764,0
714405183,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,4,1776,1519
801783108,Existing Customer,46,M,3,College,Married,$120K +,Blue,6,1438.3,0
779839758,Existing Customer,47,F,2,Post-Graduate,Single,Unknown,Blue,3,1491,0
820648608,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,3,2552,1879
787587033,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,3,2996,1992
813967983,Existing Customer,44,F,2,College,Married,$40K - $60K,Blue,4,1701,775
718067658,Existing Customer,53,F,3,Unknown,Single,Unknown,Blue,6,3998,0
709952658,Existing Customer,46,F,3,Graduate,Unknown,Less than $40K,Blue,6,3025,2491
720824883,Attrited Customer,48,F,1,Unknown,Single,Less than $40K,Blue,3,3251,2517
789631908,Existing Customer,51,M,4,High School,Single,$60K - $80K,Blue,3,3031,1787
789089958,Existing Customer,57,M,2,High School,Single,$60K - $80K,Silver,5,33211,0
715847058,Attrited Customer,59,F,2,Uneducated,Divorced,Less than $40K,Blue,3,1863,1853
721256808,Existing Customer,35,F,2,Unknown,Single,Less than $40K,Blue,6,2691,1935
721269108,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,5,2288,1249
712770408,Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,6,3413,0
767958933,Existing Customer,40,M,4,College,Married,$40K - $60K,Silver,3,15471,1291
779866458,Existing Customer,40,F,5,Uneducated,Married,Less than $40K,Blue,6,2038,793
721246833,Existing Customer,47,F,3,Unknown,Unknown,Less than $40K,Blue,6,1953,1089
710752233,Attrited Customer,43,F,5,High School,Unknown,$40K - $60K,Blue,3,4430,2203
709813008,Existing Customer,44,F,3,High School,Unknown,Less than $40K,Blue,5,3398,2415
710219658,Existing Customer,48,F,3,Doctorate,Married,Unknown,Blue,4,2021,1186
789121233,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,5,2329,2290
715146558,Attrited Customer,34,F,2,College,Married,Less than $40K,Blue,1,1696,0
720205608,Existing Customer,52,F,1,Uneducated,Married,Unknown,Blue,6,4222,0
778606308,Attrited Customer,45,M,3,Uneducated,Divorced,$80K - $120K,Blue,2,6614,1881
710438358,Attrited Customer,42,F,1,Uneducated,Single,Less than $40K,Blue,4,3241,0
712562433,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,3,4204,0
718186233,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,4,3234,971
713717283,Attrited Customer,40,F,3,Unknown,Single,$40K - $60K,Blue,3,2473,2332
713822208,Attrited Customer,42,M,2,High School,Single,$60K - $80K,Blue,3,4836,493
710466633,Existing Customer,55,F,3,High School,Married,Less than $40K,Blue,5,1438.3,0
711153783,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,5,1438.3,541
718230933,Attrited Customer,45,M,4,Graduate,Single,Less than $40K,Blue,5,1438.3,1060
788885133,Existing Customer,57,F,3,College,Unknown,Less than $40K,Silver,6,12675,2422
711637458,Attrited Customer,44,F,3,High School,Single,Less than $40K,Blue,2,2228,0
719532108,Existing Customer,40,F,5,High School,Married,Less than $40K,Blue,4,2813,2208
757643733,Existing Customer,42,F,2,Post-Graduate,Single,Less than $40K,Blue,6,3223,0
715122858,Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,5,2653,0
708384033,Attrited Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,3,2745,2463
708273858,Existing Customer,40,M,3,Graduate,Divorced,$120K +,Blue,3,34516,0
803952408,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,6,2516,1486
778394358,Existing Customer,46,F,2,High School,Divorced,Less than $40K,Blue,4,1870,1785
713180433,Existing Customer,56,F,2,Graduate,Single,Unknown,Blue,5,3934,2517
787458783,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,5,3038,2133
720315933,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,3,1982,1276
713677158,Attrited Customer,31,F,1,Graduate,Divorced,Unknown,Blue,2,1623,0
739828308,Existing Customer,55,M,3,Uneducated,Single,$120K +,Blue,5,3088,1743
720959058,Existing Customer,44,F,3,Unknown,Single,Unknown,Blue,5,8064,2417
718090233,Attrited Customer,56,F,3,Graduate,Single,Unknown,Blue,3,10016,1872
789939558,Existing Customer,54,F,2,College,Married,Unknown,Blue,5,4523,1841
714169908,Existing Customer,53,F,0,Graduate,Single,Less than $40K,Blue,5,1944,1140
796145133,Existing Customer,46,F,2,Uneducated,Married,Unknown,Blue,3,6083,1716
789233808,Existing Customer,38,F,3,Graduate,Married,Unknown,Blue,6,2425,1396
709071408,Existing Customer,56,F,5,Graduate,Single,$40K - $60K,Blue,4,2607,1702
815830083,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,6,1953,1215
715932708,Existing Customer,41,M,3,Unknown,Unknown,$60K - $80K,Blue,4,5813,1614
715281933,Existing Customer,43,F,3,High School,Single,Less than $40K,Blue,3,1438.3,0
787529583,Attrited Customer,41,F,5,Unknown,Married,$40K - $60K,Blue,5,1588,0
717446208,Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,6,3749,1980
715236783,Existing Customer,42,F,4,College,Divorced,$40K - $60K,Blue,4,3734,2517
804583833,Existing Customer,56,F,2,High School,Married,Unknown,Blue,4,1796,1243
713772333,Attrited Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,4,3223,243
715321983,Existing Customer,33,F,2,Doctorate,Married,$40K - $60K,Blue,4,2748,1867
717773433,Existing Customer,57,F,0,Graduate,Married,Less than $40K,Blue,6,2448,0
778632933,Existing Customer,49,F,3,College,Married,Less than $40K,Blue,6,2548,1998
808527183,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,4,1489,949
714514008,Attrited Customer,38,F,1,Graduate,Married,Unknown,Blue,3,8953,0
711669258,Attrited Customer,50,F,3,Uneducated,Single,Unknown,Blue,2,3187,986
797218233,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,5,1757,0
710612583,Existing Customer,52,M,4,High School,Unknown,$60K - $80K,Blue,6,2597,1740
712613808,Existing Customer,45,F,5,College,Single,Unknown,Blue,3,5999,658
807173358,Existing Customer,56,F,0,Post-Graduate,Married,Less than $40K,Blue,4,3617,878
778349883,Existing Customer,56,F,0,Uneducated,Single,Less than $40K,Blue,4,3219,2114
720592533,Attrited Customer,41,M,4,Graduate,Unknown,$80K - $120K,Blue,3,19782,868
714668433,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,4,2522,1898
720967233,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,4,3327,2517
718629858,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,5,4708,0
737962608,Existing Customer,48,F,4,College,Divorced,Less than $40K,Blue,4,3745,2517
778207083,Attrited Customer,53,M,4,Uneducated,Single,$80K - $120K,Blue,3,11561,2189
778781508,Attrited Customer,44,F,2,High School,Married,Unknown,Blue,4,8477,2517
714142158,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,2,2120,1411
715390608,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,5,2867,1209
715243458,Existing Customer,45,F,2,Graduate,Single,$40K - $60K,Blue,5,2293,1304
715418508,Existing Customer,51,M,1,Uneducated,Single,$120K +,Blue,2,8671,590
711164508,Existing Customer,49,F,1,Graduate,Divorced,Unknown,Silver,1,34516,1163
713239308,Existing Customer,43,F,2,High School,Married,Unknown,Blue,2,2679,1694
712323183,Existing Customer,38,M,3,Unknown,Married,$80K - $120K,Blue,2,3224,0
797410983,Existing Customer,45,F,3,High School,Married,Unknown,Blue,1,1438.3,745
721167783,Existing Customer,54,M,4,High School,Single,$80K - $120K,Blue,1,7773,2465
712130058,Attrited Customer,44,F,4,Uneducated,Single,Unknown,Blue,3,8075,317
714060408,Existing Customer,57,F,3,High School,Single,Unknown,Blue,3,3052,1603
715515333,Existing Customer,51,M,3,Graduate,Married,$120K +,Blue,2,7932,2140
806970033,Existing Customer,48,M,3,High School,Unknown,$40K - $60K,Blue,2,1753,1434
817337958,Existing Customer,48,F,5,Doctorate,Married,Less than $40K,Blue,2,5814,1176
788132208,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,3,1989,1003
812653383,Existing Customer,55,F,1,College,Single,$40K - $60K,Blue,3,1843,1520
709762908,Existing Customer,52,F,1,Uneducated,Married,Unknown,Blue,2,1438.3,1228
717114708,Existing Customer,34,F,0,Graduate,Married,$40K - $60K,Blue,3,2991,1830
767388783,Existing Customer,43,M,3,High School,Married,$60K - $80K,Blue,3,9560,0
794719983,Attrited Customer,44,F,4,High School,Unknown,Less than $40K,Blue,2,2616,2505
778378983,Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,5,2939,2152
773275083,Existing Customer,49,F,3,College,Married,Unknown,Blue,2,3085,966
719971458,Existing Customer,49,M,5,Graduate,Single,$80K - $120K,Blue,2,5275,1490
721001883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,3,1950,1618
778245633,Existing Customer,43,F,3,Graduate,Single,Unknown,Blue,3,2341,1818
718535733,Existing Customer,40,F,1,Uneducated,Divorced,Less than $40K,Blue,3,3758,2047
711909933,Existing Customer,54,M,4,Unknown,Married,$80K - $120K,Blue,3,1621,618
709253433,Existing Customer,50,F,2,Uneducated,Married,$40K - $60K,Blue,2,10946,1912
719797758,Existing Customer,56,F,1,High School,Single,Less than $40K,Blue,3,3422,2517
789420933,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,3,3108,778
709850508,Attrited Customer,33,F,2,Graduate,Married,Less than $40K,Blue,3,3202,0
715335558,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,2,1855,907
711516783,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,2,2155,1119
798917883,Existing Customer,42,F,4,College,Single,Less than $40K,Blue,2,4150,2517
721525758,Existing Customer,45,M,5,Doctorate,Married,$80K - $120K,Blue,2,2226,1229
716249508,Existing Customer,48,F,5,High School,Married,$40K - $60K,Blue,3,1610,0
716953083,Existing Customer,53,F,2,Graduate,Married,Unknown,Blue,3,2046,1260
712448658,Attrited Customer,52,F,1,High School,Single,Less than $40K,Blue,3,1795,0
711766758,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,3,1531,987
709432833,Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,2,1472,1196
719964933,Existing Customer,50,F,5,Graduate,Single,Less than $40K,Blue,3,1438.3,0
719857008,Existing Customer,37,F,1,Graduate,Single,$40K - $60K,Blue,3,2886,2198
